identifier_Id,lot_lotnum,lot_lotsize1,lot_lotsize2,lot_pooltype,area_blockNum,area_subdname,area_taxcodearea,address_line1,address_locality,address_postal2,address_postal3,location_accuracy,location_geoIdV4_CO,summary_proptype,summary_propertyType,summary_yearbuilt,summary_propIndicator,utilities_coolingtype,utilities_heatingtype,building_size_bldgsize,building_size_grosssize,building_size_grosssizeadjusted,building_size_livingsize,building_size_sizeInd,building_size_universalsize,building_rooms_bathsfull,building_rooms_bathstotal,building_interior_bsmtsize,building_interior_bsmttype,building_interior_fplcind,building_interior_fplctype,building_construction_constructiontype,building_construction_roofcover,building_construction_roofShape,building_construction_wallType,building_parking_garagetype,building_parking_prkgSize,building_parking_prkgSpaces,building_parking_prkgType,building_summary_archStyle,building_summary_bldgType,building_summary_imprType,building_summary_levels,building_summary_quality,building_summary_storyDesc,building_summary_viewCode,sale_amount_saletranstype,sale_amount_saleamt,sale_calculation_pricepersizeunit
350,10,0.55,8900,POOL,9,Subdivision 4,TX1,1349 Main St,City9,ZIP2-49,ZIP3-49,ROOFTOP,CO349,Condo,Residential,1999,Y,,Electric,1698,1898,1798,1648,Actual,1748,3,3.0,500.0,Unfinished,N,Gas,Frame,Asphalt,Gable,Siding,Detached,249.0,2,Garage,Colonial,House,TypeA,2,Average,Two Story,NONE,Full,449000.0,119.0
351,11,0.1,4000,NO POOL,0,Subdivision 0,TX2,1350 Main St,City0,ZIP2-50,ZIP3-0,ROOFTOP,CO350,Single Family,Residential,2000,N,Central,Electric,1700,1900,1800,1650,Actual,1750,4,2.5,500.0,Unfinished,Y,Wood,Frame,Asphalt,Gable,Siding,Detached,250.0,3,Garage,Ranch,House,TypeA,3,Average,One Story,NONE,Full,450000.0,120.0
352,12,0.15,4100,POOL,1,Subdivision 1,TX0,1351 Main St,City1,ZIP2-51,ZIP3-1,ROOFTOP,CO351,Condo,Residential,2001,Y,,Gas,1702,1902,1802,1652,Actual,1752,2,3.0,500.0,Finished,N,Gas,Frame,Asphalt,Gable,Siding,Attached,251.0,1,Garage,Colonial,House,TypeA,1,Average,Two Story,NONE,Full,451000.0,121.0
353,13,0.2,4200,NO POOL,2,Subdivision 2,TX1,1352 Main St,City2,ZIP2-52,ZIP3-2,ROOFTOP,CO352,Single Family,Residential,2002,Y,Central,Electric,1704,1904,1804,1654,Actual,1754,3,2.5,0.0,Unfinished,N,Wood,Frame,Asphalt,Gable,Siding,Detached,252.0,2,Garage,Ranch,House,TypeA,2,Average,One Story,NONE,Full,452000.0,122.0
354,14,0.25,4300,POOL,3,Subdivision 3,TX2,1353 Main St,City3,ZIP2-53,ZIP3-3,ROOFTOP,CO353,Condo,Residential,2003,Y,,Electric,1706,1906,1806,1656,Actual,1756,4,3.0,500.0,Unfinished,N,Gas,Frame,Asphalt,Gable,Siding,Detached,253.0,3,Garage,Colonial,House,TypeA,3,Average,Two Story,NONE,Full,453000.0,123.0
355,15,0.3,4400,NO POOL,4,Subdivision 4,TX0,1354 Main St,City4,ZIP2-54,ZIP3-4,ROOFTOP,CO354,Single Family,Residential,2004,Y,Central,Gas,1708,1908,1808,1658,Actual,1758,2,2.5,500.0,Finished,N,Wood,Frame,Asphalt,Gable,Siding,Attached,254.0,1,Garage,Ranch,House,TypeA,1,Average,One Story,NONE,Full,454000.0,124.0
356,16,0.35,4500,POOL,5,Subdivision 0,TX1,1355 Main St,City5,ZIP2-55,ZIP3-5,ROOFTOP,CO355,Condo,Residential,2005,Y,,Electric,1710,1910,1810,1660,Actual,1760,3,3.0,500.0,Unfinished,Y,Gas,Frame,Asphalt,Gable,Siding,Detached,255.0,2,Garage,Colonial,House,TypeA,2,Average,Two Story,NONE,Full,455000.0,125.0
357,17,0.4,4600,NO POOL,6,Subdivision 1,TX2,1356 Main St,City6,ZIP2-56,ZIP3-6,ROOFTOP,CO356,Single Family,Residential,2006,Y,Central,Electric,1712,1912,1812,1662,Actual,1762,4,2.5,0.0,Unfinished,N,Wood,Frame,Asphalt,Gable,Siding,Detached,256.0,3,Garage,Ranch,House,TypeA,3,Average,One Story,NONE,Full,456000.0,126.0
358,18,0.45,4700,POOL,7,Subdivision 2,TX0,1357 Main St,City7,ZIP2-57,ZIP3-7,ROOFTOP,CO357,Condo,Residential,2007,Y,,Gas,1714,1914,1814,1664,Actual,1764,2,3.0,500.0,Finished,N,Gas,Frame,Asphalt,Gable,Siding,Attached,257.0,1,Garage,Colonial,House,TypeA,1,Average,Two Story,NONE,Full,457000.0,127.0
359,19,0.5,4800,NO POOL,8,Subdivision 3,TX1,1358 Main St,City8,ZIP2-58,ZIP3-8,ROOFTOP,CO358,Single Family,Residential,2008,Y,Central,Electric,1716,1916,1816,1666,Actual,1766,3,2.5,500.0,Unfinished,N,Wood,Frame,Asphalt,Gable,Siding,Detached,258.0,2,Garage,Ranch,House,TypeA,2,Average,One Story,NONE,Full,458000.0,128.0
360,20,0.55,4900,POOL,9,Subdivision 4,TX2,1359 Main St,City9,ZIP2-59,ZIP3-9,ROOFTOP,CO359,Condo,Residential,2009,Y,,Electric,1718,1918,1818,1668,Actual,1768,4,3.0,500.0,Unfinished,N,Gas,Frame,Asphalt,Gable,Siding,Detached,259.0,3,Garage,Colonial,House,TypeA,3,Average,Two Story,NONE,Full,459000.0,129.0
361,1,0.1,5000,NO POOL,0,Subdivision 0,TX0,1360 Main St,City0,ZIP2-60,ZIP3-10,ROOFTOP,CO360,Single Family,Residential,2010,N,Central,Gas,1720,1920,1820,1670,Actual,1770,2,2.5,0.0,Finished,Y,Wood,Frame,Asphalt,Gable,Siding,Attached,260.0,1,Garage,Ranch,House,TypeA,1,Average,One Story,NONE,Full,460000.0,100.0
362,2,0.15,5100,POOL,1,Subdivision 1,TX1,1361 Main St,City1,ZIP2-61,ZIP3-11,ROOFTOP,CO361,Condo,Residential,2011,Y,,Electric,1722,1922,1822,1672,Actual,1772,3,3.0,500.0,Unfinished,N,Gas,Frame,Asphalt,Gable,Siding,Detached,261.0,2,Garage,Colonial,House,TypeA,2,Average,Two Story,NONE,Full,461000.0,101.0
363,3,0.2,5200,NO POOL,2,Subdivision 2,TX2,1362 Main St,City2,ZIP2-62,ZIP3-12,ROOFTOP,CO362,Single Family,Residential,2012,Y,Central,Electric,1724,1924,1824,1674,Actual,1774,4,2.5,500.0,Unfinished,N,Wood,Frame,Asphalt,Gable,Siding,Detached,262.0,3,Garage,Ranch,House,TypeA,3,Average,One Story,NONE,Full,462000.0,102.0
364,4,0.25,5300,POOL,3,Subdivision 3,TX0,1363 Main St,City3,ZIP2-63,ZIP3-13,ROOFTOP,CO363,Condo,Residential,2013,Y,,Gas,1726,1926,1826,1676,Actual,1776,2,3.0,500.0,Finished,N,Gas,Frame,Asphalt,Gable,Siding,Attached,263.0,1,Garage,Colonial,House,TypeA,1,Average,Two Story,NONE,Full,463000.0,103.0
365,5,0.3,5400,NO POOL,4,Subdivision 4,TX1,1364 Main St,City4,ZIP2-64,ZIP3-14,ROOFTOP,CO364,Single Family,Residential,2014,Y,Central,Electric,1728,1928,1828,1678,Actual,1778,3,2.5,0.0,Unfinished,N,Wood,Frame,Asphalt,Gable,Siding,Detached,264.0,2,Garage,Ranch,House,TypeA,2,Average,One Story,NONE,Full,464000.0,104.0
366,6,0.35,5500,POOL,5,Subdivision 0,TX2,1365 Main St,City5,ZIP2-65,ZIP3-15,ROOFTOP,CO365,Condo,Residential,2015,Y,,Electric,1730,1930,1830,1680,Actual,1780,4,3.0,500.0,Unfinished,Y,Gas,Frame,Asphalt,Gable,Siding,Detached,265.0,3,Garage,Colonial,House,TypeA,3,Average,Two Story,NONE,Full,465000.0,105.0
367,7,0.4,5600,NO POOL,6,Subdivision 1,TX0,1366 Main St,City6,ZIP2-66,ZIP3-16,ROOFTOP,CO366,Single Family,Residential,2016,Y,Central,Gas,1732,1932,1832,1682,Actual,1782,2,2.5,500.0,Finished,N,Wood,Frame,Asphalt,Gable,Siding,Attached,266.0,1,Garage,Ranch,House,TypeA,1,Average,One Story,NONE,Full,466000.0,106.0
368,8,0.45,5700,POOL,7,Subdivision 2,TX1,1367 Main St,City7,ZIP2-67,ZIP3-17,ROOFTOP,CO367,Condo,Residential,2017,Y,,Electric,1734,1934,1834,1684,Actual,1784,3,3.0,500.0,Unfinished,N,Gas,Frame,Asphalt,Gable,Siding,Detached,267.0,2,Garage,Colonial,House,TypeA,2,Average,Two Story,NONE,Full,467000.0,107.0
369,9,0.5,5800,NO POOL,8,Subdivision 3,TX2,1368 Main St,City8,ZIP2-68,ZIP3-18,ROOFTOP,CO368,Single Family,Residential,2018,Y,Central,Electric,1736,1936,1836,1686,Actual,1786,4,2.5,0.0,Unfinished,N,Wood,Frame,Asphalt,Gable,Siding,Detached,268.0,3,Garage,Ranch,House,TypeA,3,Average,One Story,NONE,Full,468000.0,108.0
370,10,0.55,5900,POOL,9,Subdivision 4,TX0,1369 Main St,City9,ZIP2-69,ZIP3-19,ROOFTOP,CO369,Condo,Residential,2019,Y,,Gas,1738,1938,1838,1688,Actual,1788,2,3.0,500.0,Finished,N,Gas,Frame,Asphalt,Gable,Siding,Attached,269.0,1,Garage,Colonial,House,TypeA,1,Average,Two Story,NONE,Full,469000.0,109.0
371,11,0.1,6000,NO POOL,0,Subdivision 0,TX1,1370 Main St,City0,ZIP2-70,ZIP3-20,ROOFTOP,CO370,Single Family,Residential,2020,N,Central,Electric,1740,1940,1840,1690,Actual,1790,3,2.5,500.0,Unfinished,Y,Wood,Frame,Asphalt,Gable,Siding,Detached,270.0,2,Garage,Ranch,House,TypeA,2,Average,One Story,NONE,Full,470000.0,110.0
372,12,0.15,6100,POOL,1,Subdivision 1,TX2,1371 Main St,City1,ZIP2-71,ZIP3-21,ROOFTOP,CO371,Condo,Residential,2021,Y,,Electric,1742,1942,1842,1692,Actual,1792,4,3.0,500.0,Unfinished,N,Gas,Frame,Asphalt,Gable,Siding,Detached,271.0,3,Garage,Colonial,House,TypeA,3,Average,Two Story,NONE,Full,471000.0,111.0
373,13,0.2,6200,NO POOL,2,Subdivision 2,TX0,1372 Main St,City2,ZIP2-72,ZIP3-22,ROOFTOP,CO372,Single Family,Residential,2022,Y,Central,Gas,1744,1944,1844,1694,Actual,1794,2,2.5,0.0,Finished,N,Wood,Frame,Asphalt,Gable,Siding,Attached,272.0,1,Garage,Ranch,House,TypeA,1,Average,One Story,NONE,Full,472000.0,112.0
374,14,0.25,6300,POOL,3,Subdivision 3,TX1,1373 Main St,City3,ZIP2-73,ZIP3-23,ROOFTOP,CO373,Condo,Residential,2023,Y,,Electric,1746,1946,1846,1696,Actual,1796,3,3.0,500.0,Unfinished,N,Gas,Frame,Asphalt,Gable,Siding,Detached,273.0,2,Garage,Colonial,House,TypeA,2,Average,Two Story,NONE,Full,473000.0,113.0
375,15,0.3,6400,NO POOL,4,Subdivision 4,TX2,1374 Main St,City4,ZIP2-74,ZIP3-24,ROOFTOP,CO374,Single Family,Residential,2024,Y,Central,Electric,1748,1948,1848,1698,Actual,1798,4,2.5,500.0,Unfinished,N,Wood,Frame,Asphalt,Gable,Siding,Detached,274.0,3,Garage,Ranch,House,TypeA,3,Average,One Story,NONE,Full,474000.0,114.0
376,16,0.35,6500,POOL,5,Subdivision 0,TX0,1375 Main St,City5,ZIP2-75,ZIP3-25,ROOFTOP,CO375,Condo,Residential,1950,Y,,Gas,1750,1950,1850,1700,Actual,1800,2,3.0,500.0,Finished,Y,Gas,Frame,Asphalt,Gable,Siding,Attached,275.0,1,Garage,Colonial,House,TypeA,1,Average,Two Story,NONE,Full,475000.0,115.0
377,17,0.4,6600,NO POOL,6,Subdivision 1,TX1,1376 Main St,City6,ZIP2-76,ZIP3-26,ROOFTOP,CO376,Single Family,Residential,1951,Y,Central,Electric,1752,1952,1852,1702,Actual,1802,3,2.5,0.0,Unfinished,N,Wood,Frame,Asphalt,Gable,Siding,Detached,276.0,2,Garage,Ranch,House,TypeA,2,Average,One Story,NONE,Full,476000.0,116.0
378,18,0.45,6700,POOL,7,Subdivision 2,TX2,1377 Main St,City7,ZIP2-77,ZIP3-27,ROOFTOP,CO377,Condo,Residential,1952,Y,,Electric,1754,1954,1854,1704,Actual,1804,4,3.0,500.0,Unfinished,N,Gas,Frame,Asphalt,Gable,Siding,Detached,277.0,3,Garage,Colonial,House,TypeA,3,Average,Two Story,NONE,Full,477000.0,117.0
379,19,0.5,6800,NO POOL,8,Subdivision 3,TX0,1378 Main St,City8,ZIP2-78,ZIP3-28,ROOFTOP,CO378,Single Family,Residential,1953,Y,Central,Gas,1756,1956,1856,1706,Actual,1806,2,2.5,500.0,Finished,N,Wood,Frame,Asphalt,Gable,Siding,Attached,278.0,1,Garage,Ranch,House,TypeA,1,Average,One Story,NONE,Full,478000.0,118.0
380,20,0.55,6900,POOL,9,Subdivision 4,TX1,1379 Main St,City9,ZIP2-79,ZIP3-29,ROOFTOP,CO379,Condo,Residential,1954,Y,,Electric,1758,1958,1858,1708,Actual,1808,3,3.0,500.0,Unfinished,N,Gas,Frame,Asphalt,Gable,Siding,Detached,279.0,2,Garage,Colonial,House,TypeA,2,Average,Two Story,NONE,Full,479000.0,119.0
381,1,0.1,7000,NO POOL,0,Subdivision 0,TX2,1380 Main St,City0,ZIP2-80,ZIP3-30,ROOFTOP,CO380,Single Family,Residential,1955,N,Central,Electric,1760,1960,1860,1710,Actual,1810,4,2.5,0.0,Unfinished,Y,Wood,Frame,Asphalt,Gable,Siding,Detached,280.0,3,Garage,Ranch,House,TypeA,3,Average,One Story,NONE,Full,480000.0,120.0
382,2,0.15,7100,POOL,1,Subdivision 1,TX0,1381 Main St,City1,ZIP2-81,ZIP3-31,ROOFTOP,CO381,Condo,Residential,1956,Y,,Gas,1762,1962,1862,1712,Actual,1812,2,3.0,500.0,Finished,N,Gas,Frame,Asphalt,Gable,Siding,Attached,281.0,1,Garage,Colonial,House,TypeA,1,Average,Two Story,NONE,Full,481000.0,121.0
383,3,0.2,7200,NO POOL,2,Subdivision 2,TX1,1382 Main St,City2,ZIP2-82,ZIP3-32,ROOFTOP,CO382,Single Family,Residential,1957,Y,Central,Electric,1764,1964,1864,1714,Actual,1814,3,2.5,500.0,Unfinished,N,Wood,Frame,Asphalt,Gable,Siding,Detached,282.0,2,Garage,Ranch,House,TypeA,2,Average,One Story,NONE,Full,482000.0,122.0
384,4,0.25,7300,POOL,3,Subdivision 3,TX2,1383 Main St,City3,ZIP2-83,ZIP3-33,ROOFTOP,CO383,Condo,Residential,1958,Y,,Electric,1766,1966,1866,1716,Actual,1816,4,3.0,500.0,Unfinished,N,Gas,Frame,Asphalt,Gable,Siding,Detached,283.0,3,Garage,Colonial,House,TypeA,3,Average,Two Story,NONE,Full,483000.0,123.0
385,5,0.3,7400,NO POOL,4,Subdivision 4,TX0,1384 Main St,City4,ZIP2-84,ZIP3-34,ROOFTOP,CO384,Single Family,Residential,1959,Y,Central,Gas,1768,1968,1868,1718,Actual,1818,2,2.5,0.0,Finished,N,Wood,Frame,Asphalt,Gable,Siding,Attached,284.0,1,Garage,Ranch,House,TypeA,1,Average,One Story,NONE,Full,484000.0,124.0
386,6,0.35,7500,POOL,5,Subdivision 0,TX1,1385 Main St,City5,ZIP2-85,ZIP3-35,ROOFTOP,CO385,Condo,Residential,1960,Y,,Electric,1770,1970,1870,1720,Actual,1820,3,3.0,500.0,Unfinished,Y,Gas,Frame,Asphalt,Gable,Siding,Detached,285.0,2,Garage,Colonial,House,TypeA,2,Average,Two Story,NONE,Full,485000.0,125.0
387,7,0.4,7600,NO POOL,6,Subdivision 1,TX2,1386 Main St,City6,ZIP2-86,ZIP3-36,ROOFTOP,CO386,Single Family,Residential,1961,Y,Central,Electric,1772,1972,1872,1722,Actual,1822,4,2.5,500.0,Unfinished,N,Wood,Frame,Asphalt,Gable,Siding,Detached,286.0,3,Garage,Ranch,House,TypeA,3,Average,One Story,NONE,Full,486000.0,126.0
388,8,0.45,7700,POOL,7,Subdivision 2,TX0,1387 Main St,City7,ZIP2-87,ZIP3-37,ROOFTOP,CO387,Condo,Residential,1962,Y,,Gas,1774,1974,1874,1724,Actual,1824,2,3.0,500.0,Finished,N,Gas,Frame,Asphalt,Gable,Siding,Attached,287.0,1,Garage,Colonial,House,TypeA,1,Average,Two Story,NONE,Full,487000.0,127.0
389,9,0.5,7800,NO POOL,8,Subdivision 3,TX1,1388 Main St,City8,ZIP2-88,ZIP3-38,ROOFTOP,CO388,Single Family,Residential,1963,Y,Central,Electric,1776,1976,1876,1726,Actual,1826,3,2.5,0.0,Unfinished,N,Wood,Frame,Asphalt,Gable,Siding,Detached,288.0,2,Garage,Ranch,House,TypeA,2,Average,One Story,NONE,Full,488000.0,128.0
390,10,0.55,7900,POOL,9,Subdivision 4,TX2,1389 Main St,City9,ZIP2-89,ZIP3-39,ROOFTOP,CO389,Condo,Residential,1964,Y,,Electric,1778,1978,1878,1728,Actual,1828,4,3.0,500.0,Unfinished,N,Gas,Frame,Asphalt,Gable,Siding,Detached,289.0,3,Garage,Colonial,House,TypeA,3,Average,Two Story,NONE,Full,489000.0,129.0
391,11,0.1,8000,NO POOL,0,Subdivision 0,TX0,1390 Main St,City0,ZIP2-90,ZIP3-40,ROOFTOP,CO390,Single Family,Residential,1965,N,Central,Gas,1780,1980,1880,1730,Actual,1830,2,2.5,500.0,Finished,Y,Wood,Frame,Asphalt,Gable,Siding,Attached,290.0,1,Garage,Ranch,House,TypeA,1,Average,One Story,NONE,Full,490000.0,100.0
392,12,0.15,8100,POOL,1,Subdivision 1,TX1,1391 Main St,City1,ZIP2-91,ZIP3-41,ROOFTOP,CO391,Condo,Residential,1966,Y,,Electric,1782,1982,1882,1732,Actual,1832,3,3.0,500.0,Unfinished,N,Gas,Frame,Asphalt,Gable,Siding,Detached,291.0,2,Garage,Colonial,House,TypeA,2,Average,Two Story,NONE,Full,491000.0,101.0
393,13,0.2,8200,NO POOL,2,Subdivision 2,TX2,1392 Main St,City2,ZIP2-92,ZIP3-42,ROOFTOP,CO392,Single Family,Residential,1967,Y,Central,Electric,1784,1984,1884,1734,Actual,1834,4,2.5,0.0,Unfinished,N,Wood,Frame,Asphalt,Gable,Siding,Detached,292.0,3,Garage,Ranch,House,TypeA,3,Average,One Story,NONE,Full,492000.0,102.0
394,14,0.25,8300,POOL,3,Subdivision 3,TX0,1393 Main St,City3,ZIP2-93,ZIP3-43,ROOFTOP,CO393,Condo,Residential,1968,Y,,Gas,1786,1986,1886,1736,Actual,1836,2,3.0,500.0,Finished,N,Gas,Frame,Asphalt,Gable,Siding,Attached,293.0,1,Garage,Colonial,House,TypeA,1,Average,Two Story,NONE,Full,493000.0,103.0
395,15,0.3,8400,NO POOL,4,Subdivision 4,TX1,1394 Main St,City4,ZIP2-94,ZIP3-44,ROOFTOP,CO394,Single Family,Residential,1969,Y,Central,Electric,1788,1988,1888,1738,Actual,1838,3,2.5,500.0,Unfinished,N,Wood,Frame,Asphalt,Gable,Siding,Detached,294.0,2,Garage,Ranch,House,TypeA,2,Average,One Story,NONE,Full,494000.0,104.0
396,16,0.35,8500,POOL,5,Subdivision 0,TX2,1395 Main St,City5,ZIP2-95,ZIP3-45,ROOFTOP,CO395,Condo,Residential,1970,Y,,Electric,1790,1990,1890,1740,Actual,1840,4,3.0,500.0,Unfinished,Y,Gas,Frame,Asphalt,Gable,Siding,Detached,295.0,3,Garage,Colonial,House,TypeA,3,Average,Two Story,NONE,Full,495000.0,105.0
397,17,0.4,8600,NO POOL,6,Subdivision 1,TX0,1396 Main St,City6,ZIP2-96,ZIP3-46,ROOFTOP,CO396,Single Family,Residential,1971,Y,Central,Gas,1792,1992,1892,1742,Actual,1842,2,2.5,0.0,Finished,N,Wood,Frame,Asphalt,Gable,Siding,Attached,296.0,1,Garage,Ranch,House,TypeA,1,Average,One Story,NONE,Full,496000.0,106.0
398,18,0.45,8700,POOL,7,Subdivision 2,TX1,1397 Main St,City7,ZIP2-97,ZIP3-47,ROOFTOP,CO397,Condo,Residential,1972,Y,,Electric,1794,1994,1894,1744,Actual,1844,3,3.0,500.0,Unfinished,N,Gas,Frame,Asphalt,Gable,Siding,Detached,297.0,2,Garage,Colonial,House,TypeA,2,Average,Two Story,NONE,Full,497000.0,107.0
399,19,0.5,8800,NO POOL,8,Subdivision 3,TX2,1398 Main St,City8,ZIP2-98,ZIP3-48,ROOFTOP,CO398,Single Family,Residential,1973,Y,Central,Electric,1796,1996,1896,1746,Actual,1846,4,2.5,500.0,Unfinished,N,Wood,Frame,Asphalt,Gable,Siding,Detached,298.0,3,Garage,Ranch,House,TypeA,3,Average,One Story,NONE,Full,498000.0,108.0
400,20,0.55,8900,POOL,9,Subdivision 4,TX0,1399 Main St,City9,ZIP2-99,ZIP3-49,ROOFTOP,CO399,Condo,Residential,1974,Y,,Gas,1798,1998,1898,1748,Actual,1848,2,3.0,500.0,Finished,N,Gas,Frame,Asphalt,Gable,Siding,Attached,299.0,1,Garage,Colonial,House,TypeA,1,Average,Two Story,NONE,Full,499000.0,109.0
401,1,0.1,4000,NO POOL,0,Subdivision 0,TX1,1400 Main St,City0,ZIP2-0,ZIP3-0,ROOFTOP,CO400,Single Family,Residential,1975,N,Central,Electric,1800,2000,1900,1750,Actual,1850,3,2.5,0.0,Unfinished,Y,Wood,Frame,Asphalt,Gable,Siding,Detached,200.0,2,Garage,Ranch,House,TypeA,2,Average,One Story,NONE,Full,500000.0,110.0
402,2,0.15,4100,POOL,1,Subdivision 1,TX2,1401 Main St,City1,ZIP2-1,ZIP3-1,ROOFTOP,CO401,Condo,Residential,1976,Y,,Electric,1802,2002,1902,1752,Actual,1852,4,3.0,500.0,Unfinished,N,Gas,Frame,Asphalt,Gable,Siding,Detached,201.0,3,Garage,Colonial,House,TypeA,3,Average,Two Story,NONE,Full,501000.0,111.0
403,3,0.2,4200,NO POOL,2,Subdivision 2,TX0,1402 Main St,City2,ZIP2-2,ZIP3-2,ROOFTOP,CO402,Single Family,Residential,1977,Y,Central,Gas,1804,2004,1904,1754,Actual,1854,2,2.5,500.0,Finished,N,Wood,Frame,Asphalt,Gable,Siding,Attached,202.0,1,Garage,Ranch,House,TypeA,1,Average,One Story,NONE,Full,502000.0,112.0
404,4,0.25,4300,POOL,3,Subdivision 3,TX1,1403 Main St,City3,ZIP2-3,ZIP3-3,ROOFTOP,CO403,Condo,Residential,1978,Y,,Electric,1806,2006,1906,1756,Actual,1856,3,3.0,500.0,Unfinished,N,Gas,Frame,Asphalt,Gable,Siding,Detached,203.0,2,Garage,Colonial,House,TypeA,2,Average,Two Story,NONE,Full,503000.0,113.0
405,5,0.3,4400,NO POOL,4,Subdivision 4,TX2,1404 Main St,City4,ZIP2-4,ZIP3-4,ROOFTOP,CO404,Single Family,Residential,1979,Y,Central,Electric,1808,2008,1908,1758,Actual,1858,4,2.5,0.0,Unfinished,N,Wood,Frame,Asphalt,Gable,Siding,Detached,204.0,3,Garage,Ranch,House,TypeA,3,Average,One Story,NONE,Full,504000.0,114.0
406,6,0.35,4500,POOL,5,Subdivision 0,TX0,1405 Main St,City5,ZIP2-5,ZIP3-5,ROOFTOP,CO405,Condo,Residential,1980,Y,,Gas,1810,2010,1910,1760,Actual,1860,2,3.0,500.0,Finished,Y,Gas,Frame,Asphalt,Gable,Siding,Attached,205.0,1,Garage,Colonial,House,TypeA,1,Average,Two Story,NONE,Full,505000.0,115.0
407,7,0.4,4600,NO POOL,6,Subdivision 1,TX1,1406 Main St,City6,ZIP2-6,ZIP3-6,ROOFTOP,CO406,Single Family,Residential,1981,Y,Central,Electric,1812,2012,1912,1762,Actual,1862,3,2.5,500.0,Unfinished,N,Wood,Frame,Asphalt,Gable,Siding,Detached,206.0,2,Garage,Ranch,House,TypeA,2,Average,One Story,NONE,Full,506000.0,116.0
408,8,0.45,4700,POOL,7,Subdivision 2,TX2,1407 Main St,City7,ZIP2-7,ZIP3-7,ROOFTOP,CO407,Condo,Residential,1982,Y,,Electric,1814,2014,1914,1764,Actual,1864,4,3.0,500.0,Unfinished,N,Gas,Frame,Asphalt,Gable,Siding,Detached,207.0,3,Garage,Colonial,House,TypeA,3,Average,Two Story,NONE,Full,507000.0,117.0
409,9,0.5,4800,NO POOL,8,Subdivision 3,TX0,1408 Main St,City8,ZIP2-8,ZIP3-8,ROOFTOP,CO408,Single Family,Residential,1983,Y,Central,Gas,1816,2016,1916,1766,Actual,1866,2,2.5,0.0,Finished,N,Wood,Frame,Asphalt,Gable,Siding,Attached,208.0,1,Garage,Ranch,House,TypeA,1,Average,One Story,NONE,Full,508000.0,118.0
410,10,0.55,4900,POOL,9,Subdivision 4,TX1,1409 Main St,City9,ZIP2-9,ZIP3-9,ROOFTOP,CO409,Condo,Residential,1984,Y,,Electric,1818,2018,1918,1768,Actual,1868,3,3.0,500.0,Unfinished,N,Gas,Frame,Asphalt,Gable,Siding,Detached,209.0,2,Garage,Colonial,House,TypeA,2,Average,Two Story,NONE,Full,509000.0,119.0
411,11,0.1,5000,NO POOL,0,Subdivision 0,TX2,1410 Main St,City0,ZIP2-10,ZIP3-10,ROOFTOP,CO410,Single Family,Residential,1985,N,Central,Electric,1820,2020,1920,1770,Actual,1870,4,2.5,500.0,Unfinished,Y,Wood,Frame,Asphalt,Gable,Siding,Detached,210.0,3,Garage,Ranch,House,TypeA,3,Average,One Story,NONE,Full,510000.0,120.0
412,12,0.15,5100,POOL,1,Subdivision 1,TX0,1411 Main St,City1,ZIP2-11,ZIP3-11,ROOFTOP,CO411,Condo,Residential,1986,Y,,Gas,1822,2022,1922,1772,Actual,1872,2,3.0,500.0,Finished,N,Gas,Frame,Asphalt,Gable,Siding,Attached,211.0,1,Garage,Colonial,House,TypeA,1,Average,Two Story,NONE,Full,511000.0,121.0
413,13,0.2,5200,NO POOL,2,Subdivision 2,TX1,1412 Main St,City2,ZIP2-12,ZIP3-12,ROOFTOP,CO412,Single Family,Residential,1987,Y,Central,Electric,1824,2024,1924,1774,Actual,1874,3,2.5,0.0,Unfinished,N,Wood,Frame,Asphalt,Gable,Siding,Detached,212.0,2,Garage,Ranch,House,TypeA,2,Average,One Story,NONE,Full,512000.0,122.0
414,14,0.25,5300,POOL,3,Subdivision 3,TX2,1413 Main St,City3,ZIP2-13,ZIP3-13,ROOFTOP,CO413,Condo,Residential,1988,Y,,Electric,1826,2026,1926,1776,Actual,1876,4,3.0,500.0,Unfinished,N,Gas,Frame,Asphalt,Gable,Siding,Detached,213.0,3,Garage,Colonial,House,TypeA,3,Average,Two Story,NONE,Full,513000.0,123.0
415,15,0.3,5400,NO POOL,4,Subdivision 4,TX0,1414 Main St,City4,ZIP2-14,ZIP3-14,ROOFTOP,CO414,Single Family,Residential,1989,Y,Central,Gas,1828,2028,1928,1778,Actual,1878,2,2.5,500.0,Finished,N,Wood,Frame,Asphalt,Gable,Siding,Attached,214.0,1,Garage,Ranch,House,TypeA,1,Average,One Story,NONE,Full,514000.0,124.0
416,16,0.35,5500,POOL,5,Subdivision 0,TX1,1415 Main St,City5,ZIP2-15,ZIP3-15,ROOFTOP,CO415,Condo,Residential,1990,Y,,Electric,1830,2030,1930,1780,Actual,1880,3,3.0,500.0,Unfinished,Y,Gas,Frame,Asphalt,Gable,Siding,Detached,215.0,2,Garage,Colonial,House,TypeA,2,Average,Two Story,NONE,Full,515000.0,125.0
417,17,0.4,5600,NO POOL,6,Subdivision 1,TX2,1416 Main St,City6,ZIP2-16,ZIP3-16,ROOFTOP,CO416,Single Family,Residential,1991,Y,Central,Electric,1832,2032,1932,1782,Actual,1882,4,2.5,0.0,Unfinished,N,Wood,Frame,Asphalt,Gable,Siding,Detached,216.0,3,Garage,Ranch,House,TypeA,3,Average,One Story,NONE,Full,516000.0,126.0
